,start,stop,middle,duration,keys,total,bandwidth,who,type,called_from,time,compressed
15,1713455684.9262347,1713455684.9295325,1713455684.9278836,0.0032978057861328125,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 64, 0, 0, 0): 3324}",3324,1007942.9219201851,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:45449,1713455684.9385724,
16,1713455684.9360669,1713455684.9377725,1713455684.9369197,0.0017056465148925781,"{('array-8838909ee9756e34565341881e2e6f0c', 63): 336}",336,196992.75146771036,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:45449,1713455684.938575,
17,1713455684.8684638,1713455684.8692667,1713455684.8700807,0.001,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 65, 0, 0, 0): 3324}",3324,3324000.0,tcp://10.201.0.212:38553,outgoing_transfer,tcp://10.201.0.212:34699,1713455684.9606462,621.0
18,1713455684.8396544,1713455684.8434978,1713455684.8449125,0.0038433074951171875,"{('array-8838909ee9756e34565341881e2e6f0c', 87): 336}",336,87424.69875930522,tcp://10.201.0.212:34699,outgoing_transfer,tcp://10.201.0.212:38553,1713455685.0409958,664.0
19,1713455684.9259276,1713455684.92708,1713455684.92984,0.0011522769927978516,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 64, 0, 0, 0): 3324}",3324,2884723.049037865,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:38553,1713455685.0410006,621.0
20,1713455684.9337122,1713455684.9349015,1713455684.9376433,0.0011892318725585938,"{('array-8838909ee9756e34565341881e2e6f0c', 63): 336}",336,282535.31355252606,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:38553,1713455685.0410073,664.0
21,1713455684.8594837,1713455684.8670561,1713455684.8632698,0.0075724124908447266,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 65, 0, 0, 0): 3324}",3324,438961.8241239256,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38553,1713455685.5029511,
22,1713455685.4969447,1713455685.5020232,1713455685.499484,0.005078554153442383,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 59, 0, 0, 0): 1}",1,196.90643631754378,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38553,1713455685.5029545,
23,1713455685.4969447,1713455685.5020232,1713455685.499484,0.005078554153442383,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 59, 0, 0, 0): 1}",1,196.90643631754378,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38553,1713455685.5201526,
24,1713455685.513875,1713455685.5180376,1713455685.5159564,0.00416254997253418,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 59, 0, 0, 0): 1}",1,240.23735609141417,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38553,1713455685.5201554,
25,1713455684.8684638,1713455684.8692667,1713455684.8700807,0.001,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 65, 0, 0, 0): 3324}",3324,3324000.0,tcp://10.201.0.212:38553,outgoing_transfer,tcp://10.201.0.212:34699,1713455685.5324907,621.0
26,1713455684.9360669,1713455684.9377725,1713455684.9369197,0.0017056465148925781,"{('array-8838909ee9756e34565341881e2e6f0c', 63): 336}",336,196992.75146771036,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:45449,1713455685.5347068,
27,1713455685.4975352,1713455685.5023649,1713455685.5003142,0.0048296451568603516,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 59, 0, 0, 0): 1}",1,207.05454904477463,tcp://10.201.0.212:38553,outgoing_transfer,tcp://10.201.0.212:34699,1713455685.5324934,339.0
28,1713455685.5202146,1713455685.529658,1713455685.5249364,0.009443521499633789,"{('array-8838909ee9756e34565341881e2e6f0c', 52): 336}",336,35579.94758766947,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:45449,1713455685.534711,
29,1713455685.5175273,1713455685.5281796,1713455685.5232177,0.010652303695678711,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 59, 0, 0, 0): 1}",1,93.87640726068175,tcp://10.201.0.212:38553,outgoing_transfer,tcp://10.201.0.212:34699,1713455685.5324976,339.0
30,1713455685.513875,1713455685.5180376,1713455685.5159564,0.00416254997253418,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 59, 0, 0, 0): 1}",1,240.23735609141417,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38553,1713455685.5475342,
31,1713455685.5343432,1713455685.546227,1713455685.540285,0.011883735656738281,"{('array-8838909ee9756e34565341881e2e6f0c', 54): 336}",336,28273.937565203436,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38553,1713455685.547537,
32,1713455685.5175273,1713455685.5281796,1713455685.5232177,0.010652303695678711,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 59, 0, 0, 0): 1}",1,93.87640726068175,tcp://10.201.0.212:38553,outgoing_transfer,tcp://10.201.0.212:34699,1713455685.5572724,339.0
33,1713455685.531001,1713455685.5453296,1713455685.5385296,0.014328479766845703,"{('array-8838909ee9756e34565341881e2e6f0c', 52): 336}",336,23449.80105827149,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:34699,1713455685.557275,664.0
34,1713455685.5458384,1713455685.546713,1713455685.54664,0.001,"{('array-8838909ee9756e34565341881e2e6f0c', 54): 336}",336,336000.0,tcp://10.201.0.212:38553,outgoing_transfer,tcp://10.201.0.212:34699,1713455685.5572789,664.0
35,1713455684.7777872,1713455684.8084517,1713455684.7931194,0.030664443969726562,"{('array-8838909ee9756e34565341881e2e6f0c', 116): 336, ('array-8838909ee9756e34565341881e2e6f0c', 100): 336, ('array-8838909ee9756e34565341881e2e6f0c', 108): 336, ('array-8838909ee9756e34565341881e2e6f0c', 92): 336}",1344,43829.26366859489,tcp://10.201.0.212:45449,incoming_transfer,tcp://10.201.0.212:38577,1713455685.6250057,
36,1713455685.5202146,1713455685.529658,1713455685.5249364,0.009443521499633789,"{('array-8838909ee9756e34565341881e2e6f0c', 52): 336}",336,35579.94758766947,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:45449,1713455685.625014,
37,1713455685.6082356,1713455685.6223385,1713455685.615287,0.014102935791015625,"{('array-8838909ee9756e34565341881e2e6f0c', 53): 336}",336,23824.826616175276,tcp://10.201.0.212:45449,incoming_transfer,tcp://10.201.0.212:38577,1713455685.6250086,
38,1713455685.6175244,1713455685.622522,1713455685.6200233,0.004997730255126953,"{('array-8838909ee9756e34565341881e2e6f0c', 50): 336}",336,67230.51922526477,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:45449,1713455685.625017,
39,1713455684.7785025,1713455684.8078537,1713455684.7937489,0.029351234436035156,"{('array-8838909ee9756e34565341881e2e6f0c', 116): 336, ('array-8838909ee9756e34565341881e2e6f0c', 100): 336, ('array-8838909ee9756e34565341881e2e6f0c', 108): 336, ('array-8838909ee9756e34565341881e2e6f0c', 92): 336}",1344,45790.23764499464,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:45449,1713455685.6401968,2533.0
40,1713455685.619012,1713455685.6362634,1713455685.6284223,0.017251253128051758,"{('array-8838909ee9756e34565341881e2e6f0c', 53): 336}",336,19476.845972055227,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:45449,1713455685.6402006,664.0
41,1713455684.9337122,1713455684.9349015,1713455684.9376433,0.0011892318725585938,"{('array-8838909ee9756e34565341881e2e6f0c', 63): 336}",336,282535.31355252606,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:38553,1713455685.6525283,664.0
42,1713455685.6214578,1713455685.6533449,1713455685.6347148,0.031887054443359375,"{('array-8838909ee9756e34565341881e2e6f0c', 50): 336}",336,10537.191530087332,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:38553,1713455685.6525323,664.0
43,1713455685.6082356,1713455685.6223385,1713455685.615287,0.014102935791015625,"{('array-8838909ee9756e34565341881e2e6f0c', 53): 336}",336,23824.826616175276,tcp://10.201.0.212:45449,incoming_transfer,tcp://10.201.0.212:38577,1713455685.7330558,
44,1713455685.7209334,1713455685.7296143,1713455685.7252738,0.00868082046508789,"{('array-8838909ee9756e34565341881e2e6f0c', 47): 336}",336,38706.01878604779,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38577,1713455685.7330585,
45,1713455685.7209334,1713455685.7296143,1713455685.7252738,0.00868082046508789,"{('array-8838909ee9756e34565341881e2e6f0c', 47): 336}",336,38706.01878604779,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38577,1713455685.7538311,
46,1713455685.7429395,1713455685.751289,1713455685.7471142,0.008349418640136719,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 63, 0, 0, 0): 1}",1,119.7688178183895,tcp://10.201.0.212:45449,incoming_transfer,tcp://10.201.0.212:38577,1713455685.7538354,
47,1713455685.619012,1713455685.6362634,1713455685.6284223,0.017251253128051758,"{('array-8838909ee9756e34565341881e2e6f0c', 53): 336}",336,19476.845972055227,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:45449,1713455685.7623005,664.0
48,1713455685.743767,1713455685.7610745,1713455685.7532053,0.017307519912719727,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 63, 0, 0, 0): 1}",1,57.77835328475197,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:45449,1713455685.7623038,339.0
49,1713455685.6175244,1713455685.622522,1713455685.6200233,0.004997730255126953,"{('array-8838909ee9756e34565341881e2e6f0c', 50): 336}",336,67230.51922526477,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:45449,1713455685.7699945,
50,1713455685.764649,1713455685.7688599,1713455685.7667544,0.004210948944091797,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 62, 0, 0, 0): 1}",1,237.47616351489071,tcp://10.201.0.212:38577,incoming_transfer,tcp://10.201.0.212:45449,1713455685.7699978,
51,1713455685.764649,1713455685.7688599,1713455685.7667544,0.004210948944091797,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 62, 0, 0, 0): 1}",1,237.47616351489071,tcp://10.201.0.212:38577,incoming_transfer,tcp://10.201.0.212:45449,1713455685.8029716,
52,1713455685.7998083,1713455685.801312,1713455685.8005602,0.0015037059783935547,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 65, 0, 0, 0): 1}",1,665.0236245441573,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:45449,1713455685.8029737,
53,1713455684.895562,1713455684.9049325,1713455684.9007416,0.009370565414428711,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 96, 0, 0, 0): 3324, ('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 112, 0, 0, 0): 3324, ('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 104, 0, 0, 0): 3324}",9972,1064183.3826425464,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:38577,1713455685.8156667,1781.0
54,1713455685.7652202,1713455685.7671077,1713455685.7669163,0.0018875598907470703,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 62, 0, 0, 0): 1}",1,529.7845143362384,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:38577,1713455685.8156693,339.0
55,1713455685.7998083,1713455685.801312,1713455685.8005602,0.0015037059783935547,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 65, 0, 0, 0): 1}",1,665.0236245441573,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:45449,1713455685.8187432,
56,1713455685.810196,1713455685.8165553,1713455685.8133757,0.0063593387603759766,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 65, 0, 0, 0): 1}",1,157.2490533498294,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:45449,1713455685.8187466,
57,1713455685.5458384,1713455685.546713,1713455685.54664,0.001,"{('array-8838909ee9756e34565341881e2e6f0c', 54): 336}",336,336000.0,tcp://10.201.0.212:38553,outgoing_transfer,tcp://10.201.0.212:34699,1713455685.8234496,664.0
58,1713455685.7286437,1713455685.7319825,1713455685.7288125,0.0033388137817382812,"{('array-8838909ee9756e34565341881e2e6f0c', 47): 336}",336,100634.54327335047,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:34699,1713455685.8234525,664.0
59,1713455685.6214578,1713455685.6533449,1713455685.6347148,0.031887054443359375,"{('array-8838909ee9756e34565341881e2e6f0c', 50): 336}",336,10537.191530087332,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:38553,1713455685.8475254,664.0
60,1713455685.8037477,1713455685.804518,1713455685.8014464,0.001,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 65, 0, 0, 0): 1}",1,1000.0,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:38553,1713455685.8475292,339.0
61,1713455685.8140867,1713455685.820096,1713455685.814405,0.006009340286254883,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 65, 0, 0, 0): 1}",1,166.40761753620313,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:38553,1713455685.8475335,339.0
62,1713455685.7429395,1713455685.751289,1713455685.7471142,0.008349418640136719,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 63, 0, 0, 0): 1}",1,119.7688178183895,tcp://10.201.0.212:45449,incoming_transfer,tcp://10.201.0.212:38577,1713455685.9556155,
63,1713455685.94788,1713455685.9537182,1713455685.9507992,0.005838155746459961,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 61, 0, 0, 0): 1}",1,171.28696859558133,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:38577,1713455685.9556186,
64,1713455685.8140867,1713455685.820096,1713455685.814405,0.006009340286254883,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 65, 0, 0, 0): 1}",1,166.40761753620313,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:38553,1713455685.9578893,339.0
65,1713455685.9565701,1713455685.9572136,1713455685.9542055,0.001,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 61, 0, 0, 0): 1}",1,1000.0,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:38553,1713455685.9578934,339.0
66,1713455685.94788,1713455685.9537182,1713455685.9507992,0.005838155746459961,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 61, 0, 0, 0): 1}",1,171.28696859558133,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:38577,1713455685.9682817,
67,1713455685.9651291,1713455685.9667704,1713455685.9659498,0.0016412734985351562,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 61, 0, 0, 0): 1}",1,609.2829750145264,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:38577,1713455685.9682846,
68,1713455685.9565701,1713455685.9572136,1713455685.9542055,0.001,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 61, 0, 0, 0): 1}",1,1000.0,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:38553,1713455686.000767,339.0
69,1713455685.9690332,1713455685.9708517,1713455685.967256,0.0018184185028076172,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 61, 0, 0, 0): 1}",1,549.9284122197456,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:38553,1713455686.0007708,339.0
70,1713455685.9651291,1713455685.9667704,1713455685.9659498,0.0016412734985351562,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 61, 0, 0, 0): 1}",1,609.2829750145264,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:38577,1713455686.0553489,
71,1713455686.0347824,1713455686.052965,1713455686.0438735,0.01818251609802246,"{('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 31, 0, 0, 0): 1}",1,54.99788888451805,tcp://10.201.0.212:45449,incoming_transfer,tcp://10.201.0.212:38577,1713455686.0553517,
72,1713455685.743767,1713455685.7610745,1713455685.7532053,0.017307519912719727,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 63, 0, 0, 0): 1}",1,57.77835328475197,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:45449,1713455686.0647008,339.0
73,1713455686.0429165,1713455686.0616884,1713455686.0530872,0.018771886825561523,"{('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 31, 0, 0, 0): 1}",1,53.27115006032895,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:45449,1713455686.0647047,347.0
74,1713455686.0347824,1713455686.052965,1713455686.0438735,0.01818251609802246,"{('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 31, 0, 0, 0): 1}",1,54.99788888451805,tcp://10.201.0.212:45449,incoming_transfer,tcp://10.201.0.212:38577,1713455686.1973095,
75,1713455686.2005231,1713455686.2019725,1713455686.201248,0.0014493465423583984,"{('array-8838909ee9756e34565341881e2e6f0c', 38): 336}",336,231828.61391676264,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38577,1713455686.197312,
76,1713455685.5343432,1713455685.546227,1713455685.540285,0.011883735656738281,"{('array-8838909ee9756e34565341881e2e6f0c', 54): 336}",336,28273.937565203436,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38553,1713455686.2033327,
77,1713455686.2153854,1713455686.2165916,1713455686.2159884,0.0012061595916748047,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 56, 0, 0, 0): 1}",1,829.0776833366278,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38553,1713455686.2033365,
78,1713455685.7286437,1713455685.7319825,1713455685.7288125,0.0033388137817382812,"{('array-8838909ee9756e34565341881e2e6f0c', 47): 336}",336,100634.54327335047,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:34699,1713455686.2213342,664.0
79,1713455686.198492,1713455686.199605,1713455686.1957812,0.0011129379272460938,"{('array-8838909ee9756e34565341881e2e6f0c', 38): 336}",336,301903.6298200514,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:34699,1713455686.221337,664.0
80,1713455686.2044215,1713455686.2052293,1713455686.201558,0.001,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 56, 0, 0, 0): 1}",1,1000.0,tcp://10.201.0.212:38553,outgoing_transfer,tcp://10.201.0.212:34699,1713455686.2213404,339.0
81,1713455686.2153854,1713455686.2165916,1713455686.2159884,0.0012061595916748047,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 56, 0, 0, 0): 1}",1,829.0776833366278,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38553,1713455686.228311,
82,1713455686.2345483,1713455686.2417173,1713455686.2381327,0.007169008255004883,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 56, 0, 0, 0): 1}",1,139.48930792510558,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38553,1713455686.2283137,
83,1713455686.2044215,1713455686.2052293,1713455686.201558,0.001,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 56, 0, 0, 0): 1}",1,1000.0,tcp://10.201.0.212:38553,outgoing_transfer,tcp://10.201.0.212:34699,1713455686.2393816,339.0
84,1713455686.2005231,1713455686.2019725,1713455686.201248,0.0014493465423583984,"{('array-8838909ee9756e34565341881e2e6f0c', 38): 336}",336,231828.61391676264,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38577,1713455686.2393837,
85,1713455686.2235308,1713455686.2397118,1713455686.228354,0.016180992126464844,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 56, 0, 0, 0): 1}",1,61.80090764425061,tcp://10.201.0.212:38553,outgoing_transfer,tcp://10.201.0.212:34699,1713455686.2393863,339.0
86,1713455686.240501,1713455686.243651,1713455686.242076,0.0031499862670898438,"{('array-8838909ee9756e34565341881e2e6f0c', 37): 336}",336,106667.13169845595,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38577,1713455686.239388,
87,1713455686.2235308,1713455686.2397118,1713455686.228354,0.016180992126464844,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 56, 0, 0, 0): 1}",1,61.80090764425061,tcp://10.201.0.212:38553,outgoing_transfer,tcp://10.201.0.212:34699,1713455686.2722337,339.0
88,1713455686.2399437,1713455686.2509305,1713455686.2421699,0.010986804962158203,"{('array-8838909ee9756e34565341881e2e6f0c', 37): 336}",336,30582.13931686993,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:34699,1713455686.2722366,664.0
89,1713455685.810196,1713455685.8165553,1713455685.8133757,0.0063593387603759766,"{('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 65, 0, 0, 0): 1}",1,157.2490533498294,tcp://10.201.0.212:38553,incoming_transfer,tcp://10.201.0.212:45449,1713455686.3231103,
90,1713455686.3118572,1713455686.3261504,1713455686.3190038,0.014293193817138672,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 34, 0, 0, 0): 3324}",3324,232558.24013344455,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:45449,1713455686.3231132,
91,1713455686.2399437,1713455686.2509305,1713455686.2421699,0.010986804962158203,"{('array-8838909ee9756e34565341881e2e6f0c', 37): 336}",336,30582.13931686993,tcp://10.201.0.212:38577,outgoing_transfer,tcp://10.201.0.212:34699,1713455686.3428693,664.0
92,1713455686.2345483,1713455686.2417173,1713455686.2381327,0.007169008255004883,"{('chunk_max-f51ddbdd2414581636b6798cd76ef954', 56, 0, 0, 0): 1}",1,139.48930792510558,tcp://10.201.0.212:34699,incoming_transfer,tcp://10.201.0.212:38553,1713455686.3428593,
93,1713455686.3519282,1713455686.3566523,1713455686.3542902,0.004724025726318359,"{('chunk_min-partial-8dd005561753a0069a30a564b3da22ea', 15, 0, 0, 0): 1}",1,211.68385989704248,tcp://10.201.0.212:38577,incoming_transfer,tcp://10.201.0.212:38553,1713455686.3428626,
94,1713455686.3112917,1713455686.3252313,1713455686.3149943,0.013939619064331055,"{('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 34, 0, 0, 0): 3324}",3324,238457.01842064754,tcp://10.201.0.212:45449,outgoing_transfer,tcp://10.201.0.212:34699,1713455686.3428729,621.0
